Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10717751,2,"Monday, May 13, 2013 02:45:26 UTC",54.4857,-161.5958,2.3,25.50, 6,"Alaska Peninsula"
ci,15341889,7,"Monday, May 13, 2013 02:44:12 UTC",33.1558,-115.6395,1.3,2.30,30,"Southern California"
nc,71990646,3,"Monday, May 13, 2013 02:22:31 UTC",36.0403,-120.1023,2.2,9.90,95,"Central California"
ak,10714188,2,"Monday, May 13, 2013 02:21:22 UTC",58.7725,-153.9289,2.1,9.40,19,"Kodiak Island region, Alaska"
ak,10714187,2,"Monday, May 13, 2013 02:17:21 UTC",63.6566,-148.1103,1.1,80.40,18,"Central Alaska"
ci,15341865,3,"Monday, May 13, 2013 01:46:56 UTC",36.0708,-117.8372,1.5,1.70,27,"Central California"
ak,10714183,2,"Monday, May 13, 2013 01:43:24 UTC",63.5403,-150.8598,1.3,9.10,19,"Central Alaska"
ak,10717747,2,"Monday, May 13, 2013 01:29:17 UTC",58.7861,-154.0016,1.5,8.20,12,"Alaska Peninsula"
ak,10717746,2,"Monday, May 13, 2013 01:27:37 UTC",63.0575,-150.6288,1.0,107.60,16,"Central Alaska"
nc,71990631,3,"Monday, May 13, 2013 00:59:23 UTC",35.5067,-120.8263,1.8,3.70,76,"Central California"
ak,10717745,2,"Monday, May 13, 2013 00:52:08 UTC",58.7733,-153.9014,1.3,8.60, 8,"Kodiak Island region, Alaska"
us,c000gv37,4,"Monday, May 13, 2013 00:50:54 UTC",10.3075,-85.8161,4.4,40.50,34,"Costa Rica"
uw,60529097,2,"Monday, May 13, 2013 00:35:28 UTC",49.3983,-120.4973,2.3,0.00,15,"British Columbia, Canada"
ak,10714176,2,"Monday, May 13, 2013 00:35:13 UTC",63.5654,-150.8150,1.0,5.70,18,"Central Alaska"
nc,71990626,1,"Monday, May 13, 2013 00:29:24 UTC",38.8105,-122.8165,1.3,2.90,25,"Northern California"
nn,00411633,1,"Monday, May 13, 2013 00:27:18 UTC",37.1579,-117.3760,1.2,11.90,15,"Nevada"
uu,60023432,2,"Monday, May 13, 2013 00:27:16 UTC",39.4417,-111.2150,1.3,4.60, 7,"Utah"
ak,10714172,2,"Monday, May 13, 2013 00:22:19 UTC",60.8218,-151.5878,1.5,82.50,27,"Kenai Peninsula, Alaska"
nc,71990616,0,"Monday, May 13, 2013 00:07:24 UTC",38.7522,-122.6992,1.3,1.90, 8,"Northern California"
us,c000gv2s,5,"Monday, May 13, 2013 00:00:29 UTC",0.7596,125.3677,4.8,85.70,40,"Molucca Sea"
us,c000gv2n,4,"Sunday, May 12, 2013 23:56:53 UTC",10.2464,-85.8929,4.3,39.40,23,"Costa Rica"
nc,71990606,2,"Sunday, May 12, 2013 23:55:21 UTC",37.3318,-121.6992,1.0,7.50,20,"Northern California"
ak,10718482,2,"Sunday, May 12, 2013 23:48:03 UTC",63.2783,-151.4746,1.0,18.80, 8,"Central Alaska"
ci,15341833,2,"Sunday, May 12, 2013 23:44:31 UTC",33.6645,-116.7012,1.5,18.10,36,"Southern California"
ak,10718481,2,"Sunday, May 12, 2013 23:32:04 UTC",58.7222,-153.9010,1.6,5.00, 6,"Kodiak Island region, Alaska"
ci,15341825,2,"Sunday, May 12, 2013 23:31:44 UTC",35.0473,-117.6697,1.4,0.00,17,"Southern California"
nc,71990576,3,"Sunday, May 12, 2013 23:22:53 UTC",37.6053,-122.4625,2.2,8.10,106,"San Francisco Bay area, California"
us,c000gv1n,6,"Sunday, May 12, 2013 23:05:28 UTC",21.9137,143.8070,5.1,175.60,112,"Mariana Islands region"
ci,15341809,1,"Sunday, May 12, 2013 22:57:32 UTC",36.4185,-117.9103,1.3,0.00,19,"Central California"
us,c000gv19,7,"Sunday, May 12, 2013 22:42:45 UTC",44.0262,147.8114,5.6,53.40,77,"Kuril Islands"
us,c000gv17,5,"Sunday, May 12, 2013 22:40:32 UTC",29.5312,52.6994,4.4,13.90,35,"southern Iran"
ak,10714137,2,"Sunday, May 12, 2013 22:32:09 UTC",60.6840,-149.4603,2.6,21.00,30,"Kenai Peninsula, Alaska"
nc,71990551,2,"Sunday, May 12, 2013 22:24:22 UTC",39.2735,-122.8068,1.4,7.80,14,"Northern California"
nc,71990541,2,"Sunday, May 12, 2013 22:13:35 UTC",37.6090,-119.0237,1.1,10.50,32,"Central California"
ak,10714134,3,"Sunday, May 12, 2013 22:08:54 UTC",52.8483,-167.7822,2.3,26.30,11,"Fox Islands, Aleutian Islands, Alaska"
hv,60499131,1,"Sunday, May 12, 2013 21:52:33 UTC",19.4025,-155.2838,1.9,1.10,14,"Island of Hawaii, Hawaii"
pr,13132007,0,"Sunday, May 12, 2013 21:48:04 UTC",17.9965,-66.0446,1.7,18.00, 7,"Puerto Rico"
ci,15341769,6,"Sunday, May 12, 2013 21:39:14 UTC",33.1685,-115.5982,1.0,0.90,10,"Southern California"
ak,10714125,2,"Sunday, May 12, 2013 21:30:12 UTC",52.1838,-171.7138,3.2,9.50,12,"Fox Islands, Aleutian Islands, Alaska"
nc,71990501,1,"Sunday, May 12, 2013 21:12:05 UTC",38.8383,-122.8287,1.6,2.50,27,"Northern California"
ak,10719244,2,"Sunday, May 12, 2013 21:01:15 UTC",52.7399,-169.2468,2.3,9.40, 8,"Fox Islands, Aleutian Islands, Alaska"
ak,10714119,2,"Sunday, May 12, 2013 20:36:40 UTC",62.0031,-148.3269,1.2,43.10,12,"Central Alaska"
nc,71990491,1,"Sunday, May 12, 2013 20:34:59 UTC",38.8018,-122.8082,1.7,3.80,31,"Northern California"
ak,10719243,2,"Sunday, May 12, 2013 20:16:40 UTC",51.9832,-171.6326,2.4,25.70, 8,"Fox Islands, Aleutian Islands, Alaska"
ci,15341713,4,"Sunday, May 12, 2013 20:11:55 UTC",33.5258,-116.4390,1.6,9.90,50,"Southern California"
us,c000guyr,8,"Sunday, May 12, 2013 20:06:46 UTC",52.5080,-171.9409,5.7,45.00,71,"Fox Islands, Aleutian Islands, Alaska"
ak,10718473,3,"Sunday, May 12, 2013 19:54:23 UTC",59.0700,-135.9986,1.1,0.90, 7,"Southeastern Alaska"
ci,15341705,3,"Sunday, May 12, 2013 19:51:41 UTC",33.5315,-116.4437,2.2,10.20,42,"Southern California"
nc,71990456,0,"Sunday, May 12, 2013 19:30:55 UTC",38.7797,-122.7513,1.0,1.80,16,"Northern California"
hv,60499076,4,"Sunday, May 12, 2013 19:30:21 UTC",19.3440,-155.0528,2.4,7.40,49,"Island of Hawaii, Hawaii"
ak,10718472,3,"Sunday, May 12, 2013 19:18:16 UTC",60.9095,-149.6481,1.1,43.70, 9,"Kenai Peninsula, Alaska"
us,c000guxf,4,"Sunday, May 12, 2013 19:06:11 UTC",-7.6348,128.0121,4.4,171.00,31,"Kepulauan Barat Daya, Indonesia"
ak,10718471,3,"Sunday, May 12, 2013 19:05:52 UTC",62.3908,-151.5043,1.2,83.90,15,"Central Alaska"
ak,10714086,2,"Sunday, May 12, 2013 18:55:12 UTC",62.7196,-149.7787,1.2,18.40,15,"Central Alaska"
ci,15341681,4,"Sunday, May 12, 2013 18:40:29 UTC",33.5455,-116.7995,1.2,9.50,43,"Southern California"
nc,71990431,1,"Sunday, May 12, 2013 18:29:47 UTC",38.8160,-122.8203,1.1,3.40,27,"Northern California"
ak,10714082,2,"Sunday, May 12, 2013 18:20:11 UTC",62.1164,-150.2507,1.3,45.40,14,"Central Alaska"
nc,71990426,2,"Sunday, May 12, 2013 18:15:40 UTC",37.5888,-122.4567,1.0,3.90,18,"San Francisco Bay area, California"
ci,15341673,4,"Sunday, May 12, 2013 18:07:19 UTC",34.1410,-116.8778,1.7,13.40,72,"Southern California"
ak,10714081,2,"Sunday, May 12, 2013 18:03:29 UTC",61.1947,-149.5850,1.2,35.80,10,"Southern Alaska"
ak,10714080,2,"Sunday, May 12, 2013 18:03:21 UTC",63.2531,-150.7127,1.4,117.80,10,"Central Alaska"
us,c000guva,5,"Sunday, May 12, 2013 17:58:58 UTC",-6.5092,128.0658,4.6,317.70,20,"Banda Sea"
ak,10714075,1,"Sunday, May 12, 2013 17:54:08 UTC",60.6578,-147.5928,1.8,78.90, 5,"Southern Alaska"
us,c000guuz,7,"Sunday, May 12, 2013 17:49:34 UTC",1.1761,-101.2928,4.7,10.00,20,"Galapagos Triple Junction region"
ak,10714071,3,"Sunday, May 12, 2013 17:43:16 UTC",63.3413,-150.1391,2.7,110.20,43,"Central Alaska"
ci,15341665,2,"Sunday, May 12, 2013 17:25:46 UTC",32.2598,-115.2883,1.5,7.30, 6,"Baja California, Mexico"
nm,051313b,A,"Sunday, May 12, 2013 17:21:58 UTC",35.5023,-92.3912,1.9,0.10, 8,"Arkansas"
ak,10718463,2,"Sunday, May 12, 2013 16:46:25 UTC",63.1324,-150.8694,1.1,129.10, 7,"Central Alaska"
ak,10714061,3,"Sunday, May 12, 2013 16:39:53 UTC",59.9719,-141.5966,2.1,18.60,17,"Southeastern Alaska"
nc,71990401,2,"Sunday, May 12, 2013 16:31:45 UTC",37.4993,-119.3618,1.3,13.60,15,"Central California"
ak,10718461,3,"Sunday, May 12, 2013 16:31:38 UTC",55.6135,-135.2791,3.0,20.00, 9,"off the coast of Southeastern Alaska"
ak,10714059,2,"Sunday, May 12, 2013 16:27:35 UTC",60.3340,-148.1639,1.4,9.30, 8,"Kenai Peninsula, Alaska"
ak,10714054,3,"Sunday, May 12, 2013 16:20:01 UTC",53.5426,-167.0031,2.5,78.10,14,"Fox Islands, Aleutian Islands, Alaska"
nc,71990396,1,"Sunday, May 12, 2013 16:17:15 UTC",38.8038,-122.7922,1.1,3.40,25,"Northern California"
ak,10714048,3,"Sunday, May 12, 2013 16:14:45 UTC",62.9085,-150.9185,2.7,102.30,46,"Central Alaska"
ci,15341633,3,"Sunday, May 12, 2013 15:32:59 UTC",33.0442,-116.5138,1.2,15.00,35,"Southern California"
ak,10714044,3,"Sunday, May 12, 2013 15:20:26 UTC",63.0350,-144.2126,1.3,4.90,11,"Central Alaska"
ak,10718456,3,"Sunday, May 12, 2013 15:09:20 UTC",58.8034,-154.0130,1.5,8.40, 9,"Alaska Peninsula"
nc,71990361,2,"Sunday, May 12, 2013 15:07:48 UTC",37.7917,-121.9652,1.1,18.60,26,"San Francisco Bay area, California"
ak,10714036,3,"Sunday, May 12, 2013 14:32:52 UTC",64.8071,-147.4715,1.1,8.90,16,"Central Alaska"
pr,13132005,0,"Sunday, May 12, 2013 13:49:53 UTC",18.5685,-68.4530,3.6,125.00,23,"Dominican Republic"
ak,10714033,2,"Sunday, May 12, 2013 13:35:39 UTC",61.2842,-147.6773,1.2,0.00, 6,"Southern Alaska"
nc,71990331,0,"Sunday, May 12, 2013 13:34:17 UTC",37.4107,-118.6032,1.6,11.50,15,"Central California"
mb,13105635,2,"Sunday, May 12, 2013 13:33:34 UTC",44.9010,-111.9886,1.0,1.10,10,"western Montana"
us,2013qca7,6,"Sunday, May 12, 2013 13:14:28 UTC",-3.1094,-77.5892,4.6,23.50,84,"Peru-Ecuador border region"
us,c000gur1,D,"Sunday, May 12, 2013 12:59:11 UTC",-26.1771,-69.2228,5.6,7.80,76,"Atacama, Chile"
ak,10714022,2,"Sunday, May 12, 2013 12:55:07 UTC",63.5856,-150.8455,2.1,18.60,18,"Central Alaska"
us,c000guqn,8,"Sunday, May 12, 2013 12:51:53 UTC",-21.0095,-68.5453,5.3,130.70,89,"Antofagasta, Chile"
us,c000guql,7,"Sunday, May 12, 2013 12:48:08 UTC",26.7336,57.8126,4.4,25.20,42,"southern Iran"
ak,10714019,3,"Sunday, May 12, 2013 12:36:43 UTC",58.7932,-153.8858,1.8,8.60, 7,"Kodiak Island region, Alaska"
nc,71990281,2,"Sunday, May 12, 2013 12:06:53 UTC",37.4702,-118.8468,1.1,9.20,34,"Central California"
ak,10714012,3,"Sunday, May 12, 2013 11:59:41 UTC",60.1625,-151.6516,1.9,55.60,20,"Kenai Peninsula, Alaska"
us,c000guq5,6,"Sunday, May 12, 2013 11:58:46 UTC",-22.0829,170.2564,4.8,17.90,45,"southeast of the Loyalty Islands"
us,c000guq7,4,"Sunday, May 12, 2013 11:56:39 UTC",27.4021,57.3694,4.1,10.00,25,"southern Iran"
ak,10714008,2,"Sunday, May 12, 2013 11:51:39 UTC",61.5740,-150.1007,1.5,46.20,17,"Southern Alaska"
pr,13132006,0,"Sunday, May 12, 2013 11:36:37 UTC",18.2618,-67.1699,3.0,109.00,12,"Puerto Rico"
ak,10718449,2,"Sunday, May 12, 2013 11:32:42 UTC",61.0585,-150.7557,1.3,51.40, 8,"Southern Alaska"
ak,10718448,3,"Sunday, May 12, 2013 11:11:55 UTC",62.5722,-151.2501,1.2,9.80,13,"Central Alaska"
nc,71990241,2,"Sunday, May 12, 2013 11:08:20 UTC",37.6010,-122.4668,1.0,8.50,29,"San Francisco Bay area, California"
us,c000gup1,6,"Sunday, May 12, 2013 10:54:50 UTC",26.7911,57.7420,5.4,25.90,87,"southern Iran"
ci,15341545,4,"Sunday, May 12, 2013 10:54:04 UTC",34.0117,-117.1730,1.3,3.30,57,"Greater Los Angeles area, California"
mb,13447946,2,"Sunday, May 12, 2013 10:52:46 UTC",46.3508,-111.3685,1.3,5.80,16,"western Montana"
ci,15341529,4,"Sunday, May 12, 2013 10:39:00 UTC",34.4053,-116.5073,1.3,2.70,39,"Southern California"
nm,051313c,A,"Sunday, May 12, 2013 10:29:32 UTC",36.5011,-89.5492,1.4,6.90,20,"southeastern Missouri"
ak,10713991,4,"Sunday, May 12, 2013 10:28:51 UTC",59.5127,-144.9665,2.0,1.30,17,"Gulf of Alaska"
us,c000gunp,9,"Sunday, May 12, 2013 10:19:31 UTC",39.5535,73.0325,4.8,41.30,70,"Kyrgyzstan"
ci,15341505,4,"Sunday, May 12, 2013 10:04:07 UTC",32.8845,-116.2537,1.3,7.80,36,"Southern California"
nc,71990206,3,"Sunday, May 12, 2013 09:57:45 UTC",36.4417,-121.0095,1.3,0.50,26,"Central California"
ak,10713988,2,"Sunday, May 12, 2013 09:49:23 UTC",61.4680,-150.2944,1.2,13.70, 8,"Southern Alaska"
ak,10713985,2,"Sunday, May 12, 2013 09:43:25 UTC",60.4804,-151.1943,1.6,55.10,14,"Kenai Peninsula, Alaska"
ak,10719227,2,"Sunday, May 12, 2013 09:27:17 UTC",58.7749,-153.9442,1.2,8.50, 8,"Kodiak Island region, Alaska"
ak,10718443,2,"Sunday, May 12, 2013 09:19:25 UTC",62.8933,-150.5355,1.1,82.90, 9,"Central Alaska"
us,c000gumx,6,"Sunday, May 12, 2013 09:07:25 UTC",-6.4591,154.2284,4.8,48.10,40,"Bougainville region, Papua New Guinea"
us,c000gumv,4,"Sunday, May 12, 2013 09:02:26 UTC",26.6370,57.6995,4.5,26.00,51,"southern Iran"
us,c000gums,9,"Sunday, May 12, 2013 09:00:39 UTC",46.6365,152.6472,4.8,68.90,93,"Kuril Islands"
us,c000gumj,8,"Sunday, May 12, 2013 08:48:32 UTC",-6.4014,154.2696,4.8,45.00,90,"Bougainville region, Papua New Guinea"
nc,71990176,0,"Sunday, May 12, 2013 08:40:02 UTC",38.7578,-122.7228,1.2,2.00,18,"Northern California"
mb,13053333,2,"Sunday, May 12, 2013 08:29:59 UTC",45.7365,-112.2421,1.0,6.30,16,"western Montana"
ak,10713972,2,"Sunday, May 12, 2013 08:29:05 UTC",61.1611,-152.3592,1.8,127.30,24,"Southern Alaska"
ak,10719226,2,"Sunday, May 12, 2013 08:28:19 UTC",58.7838,-153.9694,1.2,8.30, 7,"Kodiak Island region, Alaska"
ci,15341489,4,"Sunday, May 12, 2013 08:24:14 UTC",34.4147,-116.5507,1.2,9.70,46,"Southern California"
ak,10718441,3,"Sunday, May 12, 2013 08:18:18 UTC",58.8122,-154.0446,1.5,6.60, 9,"Alaska Peninsula"
nc,71990151,3,"Sunday, May 12, 2013 08:03:29 UTC",40.2660,-125.4027,2.4,2.50,24,"offshore Northern California"
ak,10719224,2,"Sunday, May 12, 2013 08:01:41 UTC",58.7799,-153.9600,1.2,7.70, 7,"Kodiak Island region, Alaska"
ak,10718440,3,"Sunday, May 12, 2013 07:47:36 UTC",58.7806,-153.9963,1.6,8.00,11,"Kodiak Island region, Alaska"
ak,10719222,2,"Sunday, May 12, 2013 07:36:59 UTC",58.7803,-153.9545,1.6,6.60,10,"Kodiak Island region, Alaska"
us,c000gulu,9,"Sunday, May 12, 2013 07:30:03 UTC",13.5633,-91.2845,5.8,33.40,418,"offshore Guatemala"
ak,10718439,3,"Sunday, May 12, 2013 07:27:52 UTC",52.6295,-163.8840,2.7,20.00,13,"south of Alaska"
pr,13132004,0,"Sunday, May 12, 2013 07:24:22 UTC",19.1842,-64.8078,3.1,66.00, 6,"Virgin Islands region"
ak,10719220,2,"Sunday, May 12, 2013 06:56:28 UTC",58.7551,-153.9217,1.3,7.60, 6,"Kodiak Island region, Alaska"
ak,10719219,2,"Sunday, May 12, 2013 06:54:35 UTC",58.8042,-153.9785,1.2,9.20, 7,"Kodiak Island region, Alaska"
ak,10719218,2,"Sunday, May 12, 2013 06:52:47 UTC",58.7660,-153.9103,1.3,6.30, 8,"Kodiak Island region, Alaska"
ak,10718438,3,"Sunday, May 12, 2013 06:48:43 UTC",58.7721,-153.9308,1.5,8.40, 8,"Kodiak Island region, Alaska"
uu,60023352,2,"Sunday, May 12, 2013 06:47:34 UTC",44.5753,-110.9543,1.0,5.60,10,"Yellowstone National Park, Wyoming"
ak,10713956,3,"Sunday, May 12, 2013 06:46:06 UTC",58.7582,-153.9057,1.8,8.50,10,"Kodiak Island region, Alaska"
ak,10713954,4,"Sunday, May 12, 2013 06:40:56 UTC",58.7518,-153.9562,2.0,4.40,12,"Kodiak Island region, Alaska"
ak,10718435,3,"Sunday, May 12, 2013 06:37:38 UTC",58.7779,-153.9204,2.6,9.20,11,"Kodiak Island region, Alaska"
pr,13132003,0,"Sunday, May 12, 2013 06:35:12 UTC",18.1485,-67.0165,2.3,21.00,10,"Puerto Rico"
ak,10713942,4,"Sunday, May 12, 2013 06:34:06 UTC",58.7469,-153.8754,4.4,11.40,78,"Kodiak Island region, Alaska"
us,c000guki,9,"Sunday, May 12, 2013 06:13:14 UTC",26.5248,57.9611,4.2,24.10,32,"southern Iran"
ak,10713936,2,"Sunday, May 12, 2013 06:13:12 UTC",58.7994,-153.9875,1.5,8.80, 7,"Kodiak Island region, Alaska"
ak,10713934,2,"Sunday, May 12, 2013 06:06:59 UTC",58.7764,-153.9512,2.3,7.70,13,"Kodiak Island region, Alaska"
nc,71990076,3,"Sunday, May 12, 2013 05:48:44 UTC",35.7367,-121.3775,1.0,7.80,13,"offshore Central California"
ak,10718430,3,"Sunday, May 12, 2013 05:38:20 UTC",69.7446,-146.4268,1.8,24.10, 8,"northern Alaska"
ak,10713929,2,"Sunday, May 12, 2013 05:34:19 UTC",60.3857,-149.4827,1.5,30.70,11,"Kenai Peninsula, Alaska"
hv,60498891,2,"Sunday, May 12, 2013 05:32:44 UTC",19.3812,-155.2440,1.8,3.60,19,"Island of Hawaii, Hawaii"
pr,13132002,0,"Sunday, May 12, 2013 05:29:47 UTC",18.7728,-67.4487,2.8,8.00, 4,"Puerto Rico region"
ak,10713925,2,"Sunday, May 12, 2013 05:22:46 UTC",61.3706,-151.8315,1.5,88.60,15,"Southern Alaska"
nc,71990061,2,"Sunday, May 12, 2013 05:19:39 UTC",39.4435,-123.1090,1.9,3.90,36,"Northern California"
ak,10718427,2,"Sunday, May 12, 2013 05:09:09 UTC",57.9301,-156.0513,2.4,125.40,14,"Alaska Peninsula"
ak,10713920,2,"Sunday, May 12, 2013 04:59:37 UTC",60.0377,-153.3397,2.5,148.60,30,"Southern Alaska"
ak,10718425,3,"Sunday, May 12, 2013 04:56:18 UTC",62.0904,-145.2187,1.1,15.00,11,"Central Alaska"
ci,15341441,3,"Sunday, May 12, 2013 04:38:08 UTC",33.9307,-117.8305,1.0,7.50,24,"Greater Los Angeles area, California"
nc,71990051,2,"Sunday, May 12, 2013 04:25:02 UTC",36.6617,-121.2862,1.2,4.60,30,"Central California"
us,c000guj1,6,"Sunday, May 12, 2013 04:23:06 UTC",26.9199,57.6771,4.4,20.00,43,"southern Iran"
ci,15341433,4,"Sunday, May 12, 2013 04:21:29 UTC",32.7305,-116.0677,1.3,8.80,22,"Southern California"
ak,10713904,4,"Sunday, May 12, 2013 04:15:14 UTC",69.6600,-147.0805,4.2,8.20,36,"northern Alaska"
ak,10718423,2,"Sunday, May 12, 2013 03:55:09 UTC",63.2038,-150.7331,1.0,121.20,10,"Central Alaska"
ak,10713902,1,"Sunday, May 12, 2013 03:50:06 UTC",60.4475,-147.5956,1.7,68.40, 4,"Southern Alaska"
hv,60498826,2,"Sunday, May 12, 2013 03:46:24 UTC",19.4103,-155.2735,1.9,1.80,17,"Island of Hawaii, Hawaii"
nc,71990046,1,"Sunday, May 12, 2013 03:43:54 UTC",38.8173,-122.8122,1.1,3.10,25,"Northern California"
pr,13132001,0,"Sunday, May 12, 2013 03:39:41 UTC",17.9575,-67.2441,2.2,11.00, 3,"Puerto Rico region"
pr,13132000,0,"Sunday, May 12, 2013 03:29:08 UTC",19.4685,-67.7960,3.0,51.00,10,"Dominican Republic region"
hv,60234278,2,"Sunday, May 12, 2013 03:27:41 UTC",19.3883,-155.2455,2.8,2.50,14,"Island of Hawaii, Hawaii"
hv,60498801,4,"Sunday, May 12, 2013 03:27:36 UTC",19.3857,-155.2433,3.0,3.00,49,"Island of Hawaii, Hawaii"
hv,60498796,2,"Sunday, May 12, 2013 03:26:44 UTC",19.3812,-155.2440,2.0,3.40,20,"Island of Hawaii, Hawaii"
nc,71990026,3,"Sunday, May 12, 2013 03:17:29 UTC",39.9917,-120.7948,2.5,11.90,33,"Northern California"
ak,10713884,2,"Sunday, May 12, 2013 03:11:41 UTC",61.2480,-146.9282,1.3,13.40,14,"Southern Alaska"
nc,71990021,2,"Sunday, May 12, 2013 02:56:29 UTC",39.7077,-122.0508,1.9,24.30,22,"Northern California"
us,c000gui3,4,"Sunday, May 12, 2013 02:50:02 UTC",26.7437,57.7489,4.2,19.30,34,"southern Iran"
nc,71990011,2,"Sunday, May 12, 2013 02:26:03 UTC",37.8777,-122.2532,1.3,9.70,67,"San Francisco Bay area, California"
ak,10713787,2,"Sunday, May 12, 2013 02:12:56 UTC",63.1767,-148.8456,1.9,8.40,22,"Central Alaska"
us,c000guhu,8,"Sunday, May 12, 2013 02:07:03 UTC",13.6759,-91.3031,4.3,64.60,29,"offshore Guatemala"
ak,10713786,3,"Sunday, May 12, 2013 02:03:22 UTC",62.1786,-150.3876,1.0,26.10,10,"Central Alaska"
ak,10718417,2,"Sunday, May 12, 2013 02:01:08 UTC",59.9575,-152.7960,1.4,88.60, 7,"Southern Alaska"
uw,60528822,2,"Sunday, May 12, 2013 02:01:04 UTC",47.8305,-121.9415,1.4,14.10,31,"Puget Sound region, Washington"
ak,10718416,3,"Sunday, May 12, 2013 01:34:27 UTC",52.5302,-169.5237,2.5,35.80, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10718415,3,"Sunday, May 12, 2013 01:29:24 UTC",59.1614,-151.1377,1.6,48.80, 9,"Kenai Peninsula, Alaska"
ak,10719205,2,"Sunday, May 12, 2013 01:29:21 UTC",60.5508,-147.1291,1.2,15.00, 8,"Southern Alaska"
ak,10713780,2,"Sunday, May 12, 2013 01:20:36 UTC",61.5318,-146.3924,1.5,30.10,16,"Southern Alaska"
us,c000guhq,7,"Sunday, May 12, 2013 01:08:22 UTC",26.4719,57.7492,4.5,20.10,41,"southern Iran"
us,c000guhp,5,"Sunday, May 12, 2013 01:06:27 UTC",26.8511,57.8557,4.5,10.00,39,"southern Iran"
nc,71989986,1,"Sunday, May 12, 2013 00:33:04 UTC",38.8065,-122.8128,1.0,3.90,24,"Northern California"
ak,10718413,3,"Sunday, May 12, 2013 00:31:56 UTC",58.6269,-154.7167,2.2,123.70,12,"Alaska Peninsula"
us,c000guh1,4,"Sunday, May 12, 2013 00:07:04 UTC",26.7663,57.7685,5.6,25.00,84,"southern Iran"
nc,71989961,2,"Saturday, May 11, 2013 23:38:15 UTC",37.6367,-119.4170,1.1,8.20,14,"Central California"
nn,00411588,1,"Saturday, May 11, 2013 23:25:38 UTC",37.7904,-116.0149,1.4,12.60,11,"Nevada"
ak,10713768,2,"Saturday, May 11, 2013 23:24:43 UTC",62.2242,-150.0878,1.5,5.50,33,"Central Alaska"
nc,71989956,0,"Saturday, May 11, 2013 23:19:16 UTC",38.8188,-122.8102,1.0,3.50,19,"Northern California"
